county,State,Population_Estimate,Per_Age_over_65,M_per_100_F,Per_high_school_Degree,Per_Bachelor_Degree,Median_Income,Per_votes_Rep,Party_Gov,Voting_Behaviour
Cabarrus County,NC,188375,0.122,95.3,0.28,0.272,54720,0.58,Rep,Swing
Caldwell County,NC,81758,0.171,96.6,0.316,0.137,35763,0.74,Rep,Swing
Camden County,NC,10161,0.15,101.3,0.232,0.223,58780,0.71,Rep,Swing
Carteret County,NC,68228,0.212,96.4,0.277,0.254,48457,0.71,Rep,Swing
Caswell County,NC,23174,0.187,102.2,0.353,0.116,37869,0.55,Rep,Swing
Catawba County,NC,154610,0.158,96.1,0.303,0.218,44376,0.68,Rep,Swing
Chatham County,NC,67431,0.226,95.8,0.233,0.368,56642,0.44,Rep,Swing
Cherokee County,NC,27092,0.259,96,0.332,0.186,34662,0.77,Rep,Swing
Chowan County,NC,14656,0.214,92.4,0.337,0.201,38759,0.56,Rep,Swing
Clay County,NC,10656,0.269,91.1,0.293,0.211,37076,0.75,Rep,Swing
Cleveland County,NC,97178,0.168,92.1,0.346,0.16,39453,0.64,Rep,Swing
Columbus County,NC,57230,0.173,97.1,0.317,0.12,34949,0.6,Rep,Swing
Craven County,NC,104450,0.166,102.1,0.279,0.223,47985,0.6,Rep,Swing
Cumberland County,NC,324603,0.104,95.2,0.26,0.234,44171,0.41,Rep,Swing
Currituck County,NC,24492,0.142,99.3,0.293,0.205,60600,0.73,Rep,Swing
Dare County,NC,34863,0.176,96.8,0.244,0.294,54496,0.59,Rep,Swing
Davidson County,NC,163867,0.162,96.1,0.332,0.187,43363,0.73,Rep,Swing
Davie County,NC,41447,0.182,95,0.317,0.244,51527,0.73,Rep,Swing
Duplin County,NC,59453,0.153,97,0.301,0.107,35035,0.59,Rep,Swing
Durham County,NC,288817,0.107,92.2,0.174,0.458,52503,0.19,Rep,Swing
Edgecombe County,NC,55280,0.163,86.8,0.357,0.106,32659,0.33,Rep,Swing
Forsyth County,NC,361684,0.14,90.3,0.256,0.329,45471,0.43,Rep,Swing
Franklin County,NC,62296,0.147,98.5,0.313,0.193,42685,0.55,Rep,Swing
Gaston County,NC,209807,0.145,93.9,0.301,0.19,42429,0.65,Rep,Swing
Gates County,NC,11724,0.169,97.6,0.375,0.132,49258,0.54,Rep,Swing
Graham County,NC,8700,0.211,95.6,0.349,0.144,34805,0.8,Rep,Swing
Granville County,NC,58109,0.146,103.8,0.311,0.177,50225,0.5,Rep,Swing
Greene County,NC,21328,0.138,117,0.315,0.1,35777,0.54,Rep,Swing
Guilford County,NC,506763,0.134,90.5,0.246,0.341,45651,0.39,Rep,Swing
Halifax County,NC,53407,0.178,92.2,0.358,0.127,32245,0.36,Rep,Swing
Harnett County,NC,124320,0.108,97.2,0.308,0.195,46353,0.61,Rep,Swing
Haywood County,NC,59170,0.231,93.8,0.286,0.24,42257,0.62,Rep,Swing
Henderson County,NC,109719,0.24,93.9,0.264,0.285,46448,0.63,Rep,Swing
Hertford County,NC,24368,0.171,97.5,0.329,0.14,33008,0.31,Rep,Swing
Hoke County,NC,51075,0.08,97.4,0.275,0.192,41542,0.43,Rep,Swing
Hyde County,NC,5693,0.166,119.3,0.352,0.103,42897,0.56,Rep,Swing
Iredell County,NC,165066,0.141,97,0.281,0.259,52306,0.67,Rep,Swing
Jackson County,NC,40812,0.169,96.6,0.276,0.296,38015,0.54,Rep,Swing
Johnston County,NC,178396,0.118,96.6,0.304,0.203,50512,0.64,Rep,Swing
Jones County,NC,10166,0.207,95.5,0.312,0.132,34005,0.58,Rep,Swing
Lee County,NC,59418,0.146,95.9,0.264,0.204,45608,0.55,Rep,Swing
Lenoir County,NC,58782,0.175,90.8,0.318,0.128,34717,0.52,Rep,Swing
Lincoln County,NC,79578,0.151,98.2,0.304,0.202,49215,0.73,Rep,Swing
McDowell County,NC,44961,0.178,101.9,0.369,0.135,35965,0.74,Rep,Swing
Macon County,NC,33919,0.261,94.2,0.298,0.225,39133,0.69,Rep,Swing
Madison County,NC,21027,0.197,99,0.31,0.217,37904,0.61,Rep,Swing
Martin County,NC,23729,0.199,89.2,0.376,0.136,35080,0.5,Rep,Swing
Mecklenburg County,NC,990288,0.097,92.8,0.191,0.423,56854,0.33,Rep,Swing
Mitchell County,NC,15330,0.224,96.1,0.335,0.169,37391,0.78,Rep,Swing
Montgomery County,NC,27601,0.179,94.3,0.3,0.145,32500,0.62,Rep,Swing
Moore County,NC,91743,0.236,92.4,0.258,0.325,50998,0.63,Rep,Swing
Nash County,NC,94722,0.155,92.5,0.339,0.192,42713,0.49,Rep,Swing
New Hanover County,NC,213091,0.152,93.2,0.221,0.369,50088,0.5,Rep,Swing
Northampton County,NC,21011,0.22,93.7,0.359,0.113,30429,0.36,Rep,Swing
Onslow County,NC,183753,0.082,118.2,0.289,0.193,46335,0.66,Rep,Swing
Orange County,NC,138644,0.107,91.4,0.156,0.566,59290,0.23,Rep,Swing
Pamlico County,NC,12982,0.247,106.2,0.322,0.193,43444,0.62,Rep,Swing
Pasquotank County,NC,40018,0.148,96.2,0.299,0.194,45378,0.48,Rep,Swing
Pender County,NC,55166,0.166,100.1,0.312,0.212,44828,0.64,Rep,Swing
Perquimans County,NC,13498,0.237,90.2,0.35,0.163,44329,0.63,Rep,Swing
Person County,NC,39262,0.167,94.6,0.355,0.148,42105,0.58,Rep,Swing
Pitt County,NC,173798,0.11,89.3,0.252,0.296,41119,0.45,Rep,Swing
Polk County,NC,20327,0.27,93.2,0.272,0.313,46528,0.63,Rep,Swing
Randolph County,NC,142370,0.156,97.6,0.351,0.146,41947,0.77,Rep,Swing
Richmond County,NC,46046,0.154,95.2,0.365,0.129,32687,0.54,Rep,Swing
Robeson County,NC,134871,0.126,93.8,0.335,0.128,30608,0.51,Rep,Swing
Rockingham County,NC,92300,0.178,93.3,0.365,0.138,38126,0.64,Rep,Swing
Rowan County,NC,138361,0.159,97.7,0.328,0.176,43069,0.67,Rep,Swing
Rutherford County,NC,66865,0.19,94.4,0.318,0.161,35630,0.73,Rep,Swing
Sampson County,NC,63873,0.158,96.7,0.332,0.124,35490,0.58,Rep,Swing
Scotland County,NC,35932,0.153,97.9,0.34,0.159,30958,0.45,Rep,Swing
Stanly County,NC,60586,0.171,100.2,0.343,0.163,40910,0.74,Rep,Swing
Stokes County,NC,46661,0.182,95.9,0.381,0.135,40696,0.77,Rep,Swing
Surry County,NC,73170,0.183,96,0.311,0.149,36164,0.74,Rep,Swing
Swain County,NC,14163,0.18,92.6,0.312,0.159,33931,0.59,Rep,Swing
Transylvania County,NC,32928,0.276,94.3,0.284,0.297,45114,0.6,Rep,Swing
Tyrrell County,NC,4152,0.193,138.8,0.371,0.08,32361,0.57,Rep,Swing
Union County,NC,213422,0.109,97.8,0.252,0.334,65903,0.64,Rep,Swing
Vance County,NC,44829,0.157,88,0.376,0.114,33316,0.37,Rep,Swing
Wake County,NC,976019,0.095,94.8,0.168,0.489,67309,0.38,Rep,Swing
Warren County,NC,20468,0.209,101.6,0.348,0.155,34254,0.33,Rep,Swing
Washington County,NC,12668,0.203,85.2,0.38,0.105,34538,0.42,Rep,Swing
Watauga County,NC,52240,0.137,99.4,0.204,0.383,37656,0.47,Rep,Swing
Wayne County,NC,124355,0.141,96.6,0.297,0.184,40390,0.55,Rep,Swing
Wilkes County,NC,68946,0.194,97.2,0.322,0.128,33232,0.77,Rep,Swing
Wilson County,NC,81581,0.159,90.6,0.33,0.18,39847,0.46,Rep,Swing
Yadkin County,NC,37971,0.177,97.1,0.343,0.119,37796,0.8,Rep,Swing
Yancey County,NC,17604,0.227,94.7,0.332,0.192,37484,0.65,Rep,Swing
Adams County,ND,2341,0.237,102.3,0.351,0.248,52118,0.75,Rep,Rep
Barnes County,ND,11097,0.198,99.1,0.313,0.255,53141,0.6,Rep,Rep
Benson County,ND,6794,0.122,106.1,0.325,0.146,41296,0.48,Rep,Rep
Billings County,ND,969,0.169,150.4,0.34,0.252,70469,0.83,Rep,Rep
Bottineau County,ND,6634,0.21,111.1,0.313,0.209,56349,0.72,Rep,Rep
Bowman County,ND,3221,0.201,93.9,0.3,0.221,66845,0.82,Rep,Rep
Burke County,ND,2208,0.17,121,0.308,0.196,60096,0.85,Rep,Rep
Burleigh County,ND,88223,0.14,98.6,0.245,0.34,65254,0.69,Rep,Rep
Cass County,ND,162500,0.105,101.6,0.206,0.368,53289,0.5,Rep,Rep
Cavalier County,ND,3890,0.261,101.5,0.276,0.177,66806,0.69,Rep,Rep
Dickey County,ND,5195,0.218,101,0.287,0.266,53750,0.7,Rep,Rep
Divide County,ND,2314,0.253,102.3,0.343,0.206,56042,0.72,Rep,Rep
Dunn County,ND,4195,0.165,112.5,0.343,0.196,69732,0.8,Rep,Rep
Eddy County,ND,2370,0.214,88.4,0.287,0.22,48583,0.65,Rep,Rep
Emmons County,ND,3463,0.268,100.8,0.369,0.153,44051,0.85,Rep,Rep
Foster County,ND,3366,0.223,98.9,0.314,0.188,55769,0.73,Rep,Rep
Golden Valley County,ND,1822,0.186,91.4,0.24,0.227,40179,0.84,Rep,Rep
Grand Forks County,ND,68979,0.111,105.7,0.247,0.33,48676,0.55,Rep,Rep
Grant County,ND,2362,0.277,98.2,0.382,0.171,44559,0.81,Rep,Rep
Griggs County,ND,2329,0.296,101.3,0.376,0.183,48355,0.68,Rep,Rep
Hettinger County,ND,2621,0.253,91.5,0.371,0.149,52169,0.82,Rep,Rep
Kidder County,ND,2430,0.209,111.1,0.326,0.195,54559,0.81,Rep,Rep
LaMoure County,ND,4113,0.244,109.4,0.317,0.211,54821,0.7,Rep,Rep
Logan County,ND,1945,0.287,94.1,0.393,0.127,51458,0.84,Rep,Rep
McHenry County,ND,5817,0.196,109.9,0.37,0.188,57386,0.74,Rep,Rep
McIntosh County,ND,2759,0.331,94.6,0.315,0.188,42277,0.77,Rep,Rep
McKenzie County,ND,9615,0.097,111.9,0.284,0.228,72794,0.8,Rep,Rep
McLean County,ND,9451,0.215,102.5,0.338,0.19,55686,0.74,Rep,Rep
Mercer County,ND,8633,0.167,107.3,0.297,0.206,72704,0.81,Rep,Rep
Morton County,ND,28985,0.148,103.4,0.302,0.26,62418,0.73,Rep,Rep
Mountrail County,ND,9253,0.114,122.1,0.297,0.22,68188,0.64,Rep,Rep
Nelson County,ND,3048,0.285,106.5,0.308,0.191,51085,0.61,Rep,Rep
Oliver County,ND,1819,0.206,107.9,0.303,0.175,60278,0.83,Rep,Rep
Pembina County,ND,7206,0.212,105.2,0.386,0.19,53504,0.71,Rep,Rep
Pierce County,ND,4395,0.238,102.1,0.332,0.152,42563,0.71,Rep,Rep
Ramsey County,ND,11566,0.183,103.8,0.302,0.23,50841,0.62,Rep,Rep
Ransom County,ND,5453,0.208,104.6,0.364,0.181,56500,0.52,Rep,Rep
Renville County,ND,2562,0.164,102.1,0.301,0.16,65125,0.78,Rep,Rep
Richland County,ND,16317,0.155,106.5,0.285,0.218,55390,0.64,Rep,Rep
Rolette County,ND,14498,0.102,96.5,0.218,0.209,33277,0.33,Rep,Rep
Sargent County,ND,3874,0.196,111,0.328,0.198,57125,0.55,Rep,Rep
Sheridan County,ND,1337,0.278,99.9,0.368,0.152,48102,0.83,Rep,Rep
Sioux County,ND,4380,0.075,102.3,0.318,0.172,38068,0.22,Rep,Rep
Slope County,ND,673,0.208,126.6,0.324,0.256,55000,0.85,Rep,Rep
Stark County,ND,28628,0.133,107.9,0.305,0.243,72099,0.8,Rep,Rep
Steele County,ND,1979,0.225,109.4,0.309,0.196,55833,0.55,Rep,Rep
Stutsman County,ND,21076,0.172,103.1,0.355,0.236,52359,0.67,Rep,Rep
Towner County,ND,2294,0.238,96.9,0.332,0.177,56625,0.64,Rep,Rep
Traill County,ND,8077,0.187,100.7,0.252,0.264,54960,0.59,Rep,Rep
Walsh County,ND,11005,0.207,104.9,0.36,0.172,49411,0.66,Rep,Rep
Ward County,ND,67736,0.117,107.4,0.293,0.258,61393,0.69,Rep,Rep
Wells County,ND,4204,0.288,101.8,0.338,0.199,48098,0.76,Rep,Rep
Williams County,ND,29619,0.102,118.5,0.285,0.209,88013,0.8,Rep,Rep
Adams County,OH,28229,0.16,97.8,0.436,0.105,35560,0.76,Rep,Swing
Allen County,OH,105196,0.155,101.5,0.397,0.173,44103,0.67,Rep,Swing
Ashland County,OH,53189,0.169,95.8,0.428,0.204,48003,0.71,Rep,Swing
Ashtabula County,OH,99777,0.169,100.7,0.449,0.133,40544,0.57,Rep,Swing
Athens County,OH,64974,0.111,100,0.323,0.292,33872,0.39,Rep,Swing
Auglaize County,OH,45873,0.165,98.3,0.439,0.174,54274,0.79,Rep,Swing
Belmont County,OH,69560,0.183,104.1,0.435,0.151,43833,0.68,Rep,Swing
Brown County,OH,44247,0.16,97.8,0.481,0.121,45568,0.74,Rep,Swing
Butler County,OH,372538,0.128,96,0.34,0.284,57540,0.62,Rep,Swing
Carroll County,OH,28361,0.186,99.9,0.475,0.114,47075,0.71,Rep,Swing
Champaign County,OH,39393,0.16,99.6,0.451,0.155,50974,0.7,Rep,Swing
Clark County,OH,136827,0.173,93.8,0.364,0.181,43625,0.58,Rep,Swing
Clermont County,OH,200285,0.134,97.5,0.34,0.271,60805,0.68,Rep,Swing
Clinton County,OH,41892,0.147,97.8,0.406,0.158,46787,0.74,Rep,Swing
Columbiana County,OH,105987,0.178,100.7,0.465,0.139,44497,0.69,Rep,Swing
Coshocton County,OH,36724,0.173,99.2,0.503,0.121,41701,0.69,Rep,Swing
Crawford County,OH,42725,0.191,94.9,0.449,0.126,40795,0.71,Rep,Swing
Cuyahoga County,OH,1263189,0.161,90.7,0.283,0.305,44190,0.31,Rep,Swing
Darke County,OH,52356,0.179,96.4,0.499,0.124,44632,0.79,Rep,Swing
Defiance County,OH,38669,0.163,98.8,0.442,0.167,50663,0.65,Rep,Swing
Delaware County,OH,185433,0.111,98,0.206,0.519,91955,0.56,Rep,Swing
Erie County,OH,76141,0.19,95.7,0.395,0.212,48011,0.53,Rep,Swing
Fairfield County,OH,149112,0.14,98.9,0.344,0.26,60567,0.61,Rep,Swing
Fayette County,OH,28769,0.163,97.3,0.467,0.141,40503,0.72,Rep,Swing
Franklin County,OH,1215761,0.106,95,0.251,0.375,52341,0.35,Rep,Swing
Fulton County,OH,42485,0.157,97.5,0.408,0.172,55120,0.65,Rep,Swing
Gallia County,OH,30565,0.169,95.1,0.405,0.151,37319,0.76,Rep,Swing
Geauga County,OH,93874,0.174,96.7,0.273,0.37,72430,0.61,Rep,Swing
Greene County,OH,164192,0.15,96.4,0.256,0.371,60113,0.6,Rep,Swing
Guernsey County,OH,39626,0.172,96.6,0.431,0.134,40930,0.69,Rep,Swing
Hamilton County,OH,804194,0.139,92.6,0.271,0.35,49013,0.43,Rep,Swing
Hancock County,OH,75428,0.154,96,0.361,0.258,50895,0.68,Rep,Swing
Hardin County,OH,31736,0.144,99,0.492,0.136,42703,0.71,Rep,Swing
Harrison County,OH,15633,0.198,97.2,0.487,0.086,43173,0.72,Rep,Swing
Henry County,OH,28015,0.17,97.3,0.439,0.161,53835,0.67,Rep,Swing
Highland County,OH,43170,0.165,97.5,0.431,0.121,39858,0.76,Rep,Swing
Hocking County,OH,28914,0.168,100.9,0.437,0.15,42170,0.66,Rep,Swing
Holmes County,OH,43436,0.122,100.3,0.351,0.078,51996,0.79,Rep,Swing
Huron County,OH,58937,0.149,97.4,0.481,0.131,48745,0.65,Rep,Swing
Jackson County,OH,32854,0.152,95.9,0.418,0.172,39460,0.73,Rep,Swing
Jefferson County,OH,68053,0.193,94,0.425,0.152,41942,0.66,Rep,Swing
Knox County,OH,61004,0.158,95.9,0.412,0.218,48533,0.67,Rep,Swing
Lake County,OH,229437,0.173,95.4,0.339,0.263,58029,0.56,Rep,Swing
Lawrence County,OH,61827,0.17,95.5,0.431,0.146,42874,0.7,Rep,Swing
Licking County,OH,168693,0.147,95.9,0.372,0.228,56549,0.62,Rep,Swing
Logan County,OH,45484,0.162,97.1,0.494,0.157,49783,0.74,Rep,Swing
Lorain County,OH,303152,0.159,97,0.334,0.228,52457,0.48,Rep,Swing
Lucas County,OH,436261,0.142,94.2,0.312,0.242,41777,0.39,Rep,Swing
Madison County,OH,43456,0.135,121.7,0.407,0.171,57406,0.68,Rep,Swing
Mahoning County,OH,234550,0.187,94.6,0.381,0.221,41375,0.47,Rep,Swing
Marion County,OH,65943,0.155,113.3,0.426,0.124,42966,0.65,Rep,Swing
Medina County,OH,174831,0.148,97.2,0.324,0.308,66952,0.6,Rep,Swing
Meigs County,OH,23473,0.17,97,0.435,0.129,37813,0.73,Rep,Swing
Mercer County,OH,40863,0.164,100.9,0.491,0.157,53099,0.81,Rep,Swing
Miami County,OH,103517,0.167,96.7,0.369,0.206,51569,0.71,Rep,Swing
Monroe County,OH,14547,0.214,100.1,0.512,0.099,41528,0.72,Rep,Swing
Montgomery County,OH,533763,0.162,92.6,0.288,0.257,43829,0.48,Rep,Swing
Morgan County,OH,14913,0.185,99.1,0.475,0.111,37067,0.69,Rep,Swing
Morrow County,OH,34996,0.15,100.2,0.462,0.138,51993,0.72,Rep,Swing
Muskingum County,OH,86016,0.164,94.5,0.429,0.15,41130,0.65,Rep,Swing
Noble County,OH,14508,0.223,135.9,0.521,0.093,41708,0.76,Rep,Swing
Ottawa County,OH,41162,0.212,98.6,0.386,0.217,53914,0.57,Rep,Swing
Paulding County,OH,19165,0.163,98.9,0.501,0.127,45550,0.72,Rep,Swing
Perry County,OH,36025,0.145,100.3,0.439,0.11,42017,0.68,Rep,Swing
Pickaway County,OH,56515,0.141,112.1,0.429,0.171,57439,0.69,Rep,Swing
Pike County,OH,28396,0.156,100.1,0.42,0.118,40283,0.67,Rep,Swing
Portage County,OH,161897,0.14,95.6,0.378,0.261,52552,0.53,Rep,Swing
Preble County,OH,41682,0.167,98.1,0.46,0.118,47818,0.75,Rep,Swing
Putnam County,OH,34184,0.152,100.2,0.428,0.194,60524,0.8,Rep,Swing
Richland County,OH,122312,0.176,102.6,0.412,0.157,41877,0.67,Rep,Swing
Ross County,OH,77334,0.147,110.7,0.428,0.147,43345,0.62,Rep,Swing
Sandusky County,OH,60187,0.166,97.5,0.43,0.145,47209,0.58,Rep,Swing
Scioto County,OH,78017,0.163,98.2,0.405,0.144,35903,0.67,Rep,Swing
Seneca County,OH,55929,0.157,99.9,0.46,0.142,45444,0.62,Rep,Swing
Shelby County,OH,49067,0.14,100.5,0.441,0.163,54550,0.79,Rep,Swing
Stark County,OH,374979,0.172,94.2,0.383,0.219,47137,0.56,Rep,Swing
Summit County,OH,541847,0.156,93.9,0.323,0.304,50765,0.44,Rep,Swing
Trumbull County,OH,206373,0.189,95.1,0.452,0.173,43073,0.51,Rep,Swing
Tuscarawas County,OH,92697,0.174,97.3,0.469,0.144,45310,0.65,Rep,Swing
Union County,OH,53470,0.107,91.3,0.368,0.262,67382,0.66,Rep,Swing
Van Wert County,OH,28576,0.176,95.8,0.487,0.156,48060,0.76,Rep,Swing
Vinton County,OH,13234,0.15,100.8,0.459,0.092,40680,0.7,Rep,Swing
Warren County,OH,219916,0.123,100.8,0.268,0.395,74379,0.66,Rep,Swing
Washington County,OH,61351,0.187,96.4,0.415,0.175,43509,0.69,Rep,Swing
Wayne County,OH,115371,0.157,98.1,0.41,0.212,50383,0.65,Rep,Swing
Williams County,OH,37386,0.171,99.1,0.454,0.139,42492,0.69,Rep,Swing
Wood County,OH,128885,0.135,96.6,0.313,0.311,53577,0.51,Rep,Swing
Wyandot County,OH,22467,0.172,97.2,0.482,0.141,47555,0.71,Rep,Swing
Adair County,OK,22236,0.14,99.6,0.426,0.138,33404,0.73,Rep,Rep
Alfalfa County,OK,5755,0.189,150.1,0.406,0.201,50156,0.86,Rep,Rep
Atoka County,OK,13906,0.172,110.7,0.408,0.139,36661,0.81,Rep,Rep
Beaver County,OK,5530,0.169,97.7,0.377,0.202,52090,0.89,Rep,Rep
Beckham County,OK,23300,0.124,116,0.404,0.176,48601,0.84,Rep,Rep
Blaine County,OK,9810,0.181,114.6,0.394,0.163,41972,0.76,Rep,Rep
Bryan County,OK,44003,0.167,94.8,0.334,0.215,38847,0.76,Rep,Rep
Caddo County,OK,29495,0.152,108.4,0.412,0.158,40674,0.69,Rep,Rep
Canadian County,OK,126193,0.116,98.3,0.293,0.255,64505,0.72,Rep,Rep
Carter County,OK,48442,0.156,93.9,0.396,0.188,44531,0.74,Rep,Rep
Cherokee County,OK,48097,0.147,97.7,0.311,0.244,38694,0.61,Rep,Rep
Choctaw County,OK,15120,0.191,93.9,0.401,0.132,30617,0.78,Rep,Rep
Cimarron County,OK,2341,0.232,98.9,0.363,0.19,46680,0.89,Rep,Rep
Cleveland County,OK,268614,0.115,99.7,0.266,0.31,56452,0.57,Rep,Rep
Coal County,OK,5812,0.196,96.4,0.428,0.148,38243,0.79,Rep,Rep
Comanche County,OK,125531,0.108,107.7,0.332,0.208,46241,0.59,Rep,Rep
Cotton County,OK,6112,0.182,99.1,0.407,0.154,46361,0.79,Rep,Rep
Craig County,OK,14744,0.184,104.8,0.403,0.139,38876,0.74,Rep,Rep
Creek County,OK,70761,0.164,98.3,0.4,0.15,45016,0.75,Rep,Rep
Custer County,OK,28978,0.131,100.4,0.351,0.269,46125,0.74,Rep,Rep
Delaware County,OK,41409,0.222,97.7,0.372,0.168,37942,0.75,Rep,Rep
Dewey County,OK,4863,0.189,103,0.423,0.218,50904,0.87,Rep,Rep
Ellis County,OK,4121,0.207,99.1,0.374,0.22,50855,0.88,Rep,Rep
Garfield County,OK,62192,0.15,98.8,0.356,0.217,48238,0.74,Rep,Rep
Garvin County,OK,27455,0.171,97,0.435,0.152,40524,0.78,Rep,Rep
Grady County,OK,53612,0.145,98.3,0.377,0.176,52279,0.78,Rep,Rep
Grant County,OK,4517,0.208,97.3,0.36,0.235,50250,0.83,Rep,Rep
Greer County,OK,6117,0.185,140.2,0.37,0.131,40125,0.78,Rep,Rep
Harmon County,OK,2866,0.186,96.6,0.266,0.228,31250,0.73,Rep,Rep
Harper County,OK,3766,0.173,100.1,0.386,0.207,48359,0.88,Rep,Rep
Haskell County,OK,12850,0.191,98,0.387,0.115,35252,0.78,Rep,Rep
Hughes County,OK,13785,0.189,117.6,0.38,0.122,35563,0.75,Rep,Rep
Jackson County,OK,26056,0.136,97.9,0.272,0.197,41560,0.76,Rep,Rep
Jefferson County,OK,6333,0.192,102.6,0.448,0.117,33449,0.81,Rep,Rep
Johnston County,OK,11022,0.178,96.3,0.355,0.161,38776,0.77,Rep,Rep
Kay County,OK,45587,0.178,97.9,0.34,0.184,42134,0.72,Rep,Rep
Kingfisher County,OK,15302,0.152,100,0.361,0.197,60034,0.84,Rep,Rep
Kiowa County,OK,9302,0.191,97.8,0.347,0.188,39909,0.74,Rep,Rep
Latimer County,OK,10774,0.188,102.8,0.344,0.14,39205,0.76,Rep,Rep
Le Flore County,OK,49899,0.165,100.8,0.398,0.139,36490,0.78,Rep,Rep
Lincoln County,OK,34504,0.166,99.1,0.395,0.134,45149,0.77,Rep,Rep
Logan County,OK,44493,0.147,97.8,0.344,0.261,55299,0.72,Rep,Rep
Love County,OK,9663,0.176,96.4,0.425,0.141,44549,0.77,Rep,Rep
McClain County,OK,36512,0.142,99.6,0.347,0.224,56088,0.78,Rep,Rep
McCurtain County,OK,33143,0.165,96.3,0.416,0.134,32324,0.81,Rep,Rep
McIntosh County,OK,20280,0.241,97.5,0.38,0.137,36011,0.69,Rep,Rep
Major County,OK,7700,0.191,100.2,0.412,0.167,51571,0.86,Rep,Rep
Marshall County,OK,16014,0.205,99.3,0.351,0.134,40475,0.77,Rep,Rep
Mayes County,OK,41007,0.166,98.7,0.375,0.163,42071,0.74,Rep,Rep
Murray County,OK,13733,0.185,99,0.392,0.202,47077,0.76,Rep,Rep
Muskogee County,OK,70224,0.154,95.7,0.358,0.184,39984,0.62,Rep,Rep
Noble County,OK,11506,0.173,95.7,0.354,0.227,48285,0.76,Rep,Rep
Nowata County,OK,10555,0.184,97.5,0.421,0.138,39875,0.78,Rep,Rep
Okfuskee County,OK,12248,0.166,116.3,0.373,0.122,36216,0.71,Rep,Rep
Oklahoma County,OK,754480,0.124,95.8,0.253,0.306,47437,0.52,Rep,Rep
Okmulgee County,OK,39446,0.166,98.8,0.37,0.152,38843,0.64,Rep,Rep
Osage County,OK,48054,0.179,100.3,0.419,0.161,45443,0.66,Rep,Rep
Ottawa County,OK,32085,0.177,96.4,0.364,0.136,36347,0.71,Rep,Rep
Pawnee County,OK,16499,0.177,100.4,0.423,0.165,45765,0.74,Rep,Rep
Payne County,OK,79423,0.109,104.6,0.274,0.37,37667,0.6,Rep,Rep
Pittsburg County,OK,44961,0.18,103.4,0.364,0.162,42576,0.74,Rep,Rep
Pontotoc County,OK,38055,0.154,95.6,0.335,0.271,43261,0.7,Rep,Rep
Pottawatomie County,OK,71136,0.152,91.1,0.355,0.181,44688,0.7,Rep,Rep
Pushmataha County,OK,11226,0.214,96.2,0.392,0.132,32445,0.8,Rep,Rep
Roger Mills County,OK,3780,0.18,99.8,0.397,0.205,50739,0.88,Rep,Rep
Rogers County,OK,89190,0.15,98.9,0.331,0.233,58139,0.76,Rep,Rep
Seminole County,OK,25481,0.171,95.5,0.362,0.138,36068,0.7,Rep,Rep
Sequoyah County,OK,41464,0.166,97.8,0.395,0.135,35736,0.75,Rep,Rep
Stephens County,OK,44806,0.177,94.8,0.389,0.173,43781,0.79,Rep,Rep
Texas County,OK,21588,0.1,110.7,0.284,0.19,50242,0.8,Rep,Rep
Tillman County,OK,7715,0.18,105.1,0.358,0.168,37759,0.72,Rep,Rep
Tulsa County,OK,623335,0.128,95.1,0.258,0.304,49759,0.58,Rep,Rep
Wagoner County,OK,75391,0.144,97.3,0.353,0.218,55715,0.74,Rep,Rep
Washington County,OK,51760,0.182,93.5,0.338,0.269,50023,0.71,Rep,Rep
Washita County,OK,11649,0.167,100.3,0.4,0.199,49632,0.83,Rep,Rep
Woods County,OK,9033,0.164,119.1,0.335,0.271,55315,0.8,Rep,Rep
Woodward County,OK,20986,0.138,113.8,0.397,0.181,55300,0.84,Rep,Rep
Baker County,OR,16052,0.241,103.5,0.318,0.206,41098,0.73,Dem,Dem
Benton County,OR,86495,0.137,101.8,0.149,0.528,49802,0.29,Dem,Dem
Clackamas County,OR,389438,0.155,96.9,0.235,0.331,65965,0.43,Dem,Dem
Clatsop County,OR,37382,0.185,98.2,0.263,0.236,46408,0.43,Dem,Dem
Columbia County,OR,49389,0.163,100,0.338,0.182,53179,0.52,Dem,Dem
Coos County,OR,62775,0.233,96.5,0.326,0.183,38605,0.59,Dem,Dem
Crook County,OR,20956,0.235,97.6,0.378,0.154,37106,0.72,Dem,Dem
Curry County,OR,22338,0.304,94.9,0.277,0.235,40884,0.59,Dem,Dem
Deschutes County,OR,166622,0.174,97.2,0.229,0.326,51223,0.48,Dem,Dem
Douglas County,OR,107194,0.229,97.5,0.321,0.157,41312,0.66,Dem,Dem
Gilliam County,OR,1883,0.224,99.7,0.393,0.161,44293,0.67,Dem,Dem
Grant County,OR,7276,0.261,97.6,0.323,0.191,38046,0.76,Dem,Dem
Harney County,OR,7229,0.213,101,0.339,0.17,37580,0.75,Dem,Dem
Hood River County,OR,22749,0.14,99.2,0.256,0.317,55827,0.31,Dem,Dem
Jackson County,OR,208363,0.194,94.8,0.274,0.256,44028,0.51,Dem,Dem
Jefferson County,OR,22061,0.17,105.3,0.295,0.16,46366,0.6,Dem,Dem
Josephine County,OR,83409,0.24,95.9,0.321,0.167,37665,0.62,Dem,Dem
Klamath County,OR,65972,0.187,99,0.299,0.197,40336,0.69,Dem,Dem
Lake County,OR,7842,0.221,115.4,0.334,0.177,32369,0.79,Dem,Dem
